product_name,customer_marital_status,customer_gender,territory_name,special_offer_type,special_offer_category,order_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount
HL Mountain Tire,S,F,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,27.28,1,2.29,0.0
"Road-650 Black, 52",S,F,Northwest,No Discount,No Discount,2013-10-10,entregue no prazo,7,21.98,1,21.98,0.0
"LL Touring Frame - Blue, 50",S,F,Northwest,No Discount,No Discount,2013-09-03,entregue no prazo,7,53.99,1,53.99,0.0
HL Road Tire,M,M,Northwest,No Discount,No Discount,2014-01-06,entregue no prazo,7,39.98,1,34.99,0.0
ML Mountain Front Wheel,S,F,Northwest,No Discount,No Discount,2014-06-25,entregue no prazo,7,74.46,1,34.99,0.0
"Men's Sports Shorts, S",S,F,Northwest,No Discount,No Discount,2013-08-03,entregue no prazo,7,61.96,1,34.99,0.0
"Road-150 Red, 56",S,F,Northwest,No Discount,No Discount,2014-04-03,entregue no prazo,7,39.98,1,4.99,0.0
Bike Wash - Dissolver,S,F,Northwest,No Discount,No Discount,2014-03-08,entregue no prazo,7,84.97,1,4.99,0.0
"Road-750 Black, 58",S,F,Northwest,No Discount,No Discount,2013-09-03,entregue no prazo,7,120.46,1,4.99,0.0
"Mountain-100 Black, 38",M,M,Northwest,No Discount,No Discount,2014-04-01,entregue no prazo,7,78.98,1,8.99,0.0
"Full-Finger Gloves, S",S,M,Northwest,No Discount,No Discount,2013-12-06,entregue no prazo,7,62.98,1,8.99,0.0
HL Road Front Wheel,S,F,Northwest,No Discount,No Discount,2013-11-24,entregue no prazo,7,69.97,1,4.99,0.0
"Long-Sleeve Logo Jersey, XL",S,M,Northwest,No Discount,No Discount,2014-03-16,entregue no prazo,7,47.97,1,34.99,0.0
"HL Road Frame - Black, 58",M,M,Northwest,No Discount,No Discount,2013-08-20,entregue no prazo,7,39.98,1,34.99,0.0
"Road-650 Red, 44",S,M,Northwest,No Discount,No Discount,2013-10-31,entregue no prazo,7,50.23,1,7.95,0.0
"Men's Sports Shorts, S",S,F,Northwest,No Discount,No Discount,2014-03-25,entregue no prazo,7,63.97,1,3.99,0.0
"HL Road Frame - Red, 44",M,M,Northwest,No Discount,No Discount,2014-02-19,entregue no prazo,7,49.97,1,34.99,0.0
"Mountain-100 Silver, 44",S,M,Northwest,No Discount,No Discount,2014-03-31,entregue no prazo,7,445.41,1,445.41,0.0
"Road-650 Black, 58",S,F,Northwest,No Discount,No Discount,2014-06-24,entregue no prazo,7,98.96,1,49.99,0.0
ML Mountain Handlebars,S,M,Northwest,No Discount,No Discount,2014-05-15,entregue no prazo,7,69.99,1,69.99,0.0
"LL Road Frame - Black, 48",S,M,Northwest,No Discount,No Discount,2013-08-08,entregue no prazo,7,182.78,1,2.29,0.0
"HL Touring Frame - Yellow, 60",M,M,Northwest,No Discount,No Discount,2013-07-04,entregue no prazo,7,78.98,1,69.99,0.0
"Long-Sleeve Logo Jersey, L",S,M,Northwest,No Discount,No Discount,2013-11-22,entregue no prazo,7,71.58,1,32.6,0.0
LL Headset,S,F,Northwest,No Discount,No Discount,2013-08-26,entregue no prazo,7,93.46,1,24.49,0.0
"Long-Sleeve Logo Jersey, M",M,M,Northwest,No Discount,No Discount,2014-05-14,entregue no prazo,7,80.94,1,8.99,0.0
"Road-250 Black, 44",S,M,Northwest,No Discount,No Discount,2014-06-13,entregue no prazo,7,114.96,1,34.99,0.0
"HL Road Frame - Red, 56",S,M,Northwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,49.97,1,34.99,0.0
HL Crankset,M,M,Northwest,No Discount,No Discount,2013-10-29,entregue no prazo,7,133.49,1,69.99,0.0
"Mountain-100 Black, 44",M,M,Northwest,No Discount,No Discount,2014-05-27,entregue no prazo,7,39.98,1,4.99,0.0
"Road-650 Black, 58",S,F,Northwest,No Discount,No Discount,2013-08-05,entregue no prazo,7,56.97,1,34.99,0.0
LL Mountain Front Wheel,S,M,Northwest,No Discount,No Discount,2013-10-13,entregue no prazo,7,106.95,1,49.99,0.0
"Mountain-400-W Silver, 40",S,M,Northwest,No Discount,No Discount,2013-12-16,entregue no prazo,7,32.6,1,32.6,0.0
"Road-650 Red, 60",S,F,Northwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,9.99,1,9.99,0.0
"Touring-2000 Blue, 46",S,M,Northwest,No Discount,No Discount,2014-04-30,entregue no prazo,7,4.99,1,4.99,0.0
"Mountain Bike Socks, M",M,M,Northwest,No Discount,No Discount,2014-04-22,entregue no prazo,7,539.99,1,539.99,0.0
"HL Touring Frame - Blue, 60",S,F,Northwest,No Discount,No Discount,2013-09-10,entregue no prazo,7,4.99,1,4.99,0.0
"Touring-2000 Blue, 46",S,M,Northwest,No Discount,No Discount,2013-07-04,entregue no prazo,7,60.47,1,21.49,0.0
ML Mountain Pedal,S,F,Northwest,No Discount,No Discount,2014-03-11,entregue no prazo,7,93.46,1,34.99,0.0
LL Road Handlebars,S,F,Northwest,No Discount,No Discount,2014-03-30,entregue no prazo,7,140.47,1,21.98,0.0
Bike Wash - Dissolver,S,F,Northwest,No Discount,No Discount,2014-04-16,entregue no prazo,7,23.97,1,8.99,0.0
Mountain Bottle Cage,S,F,Northwest,No Discount,No Discount,2013-10-20,entregue no prazo,7,21.98,1,21.98,0.0
"Road-650 Red, 60",S,M,Northwest,No Discount,No Discount,2014-04-06,entregue no prazo,7,22.93,1,4.99,0.0
"HL Road Frame - Black, 48",S,F,Northwest,No Discount,No Discount,2014-02-11,entregue no prazo,7,123.98,1,53.99,0.0
"Mountain Bike Socks, L",M,M,Northwest,No Discount,No Discount,2014-03-06,entregue no prazo,7,54.96,1,4.99,0.0
"Road-150 Red, 56",S,M,Northwest,No Discount,No Discount,2014-01-12,entregue no prazo,7,74.98,1,4.99,0.0
"Touring-2000 Blue, 50",S,M,Northwest,No Discount,No Discount,2013-07-06,entregue no prazo,7,37.27,1,2.29,0.0
"Touring-1000 Blue, 60",S,F,Northwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,45.95,1,9.99,0.0
"Mountain-100 Silver, 38",S,M,Northwest,No Discount,No Discount,2014-02-09,entregue no prazo,7,74.98,1,4.99,0.0
"LL Road Frame - Black, 52",S,M,Northwest,No Discount,No Discount,2013-09-08,entregue no prazo,7,27.92,1,9.99,0.0
"HL Road Frame - Red, 48",M,M,Northwest,No Discount,No Discount,2014-06-22,entregue no prazo,7,128.97,1,49.99,0.0
"LL Road Frame - Red, 62",M,M,Northwest,No Discount,No Discount,2013-10-11,entregue no prazo,7,99.47,1,24.49,0.0
"Road-650 Black, 48",S,M,Northwest,No Discount,No Discount,2014-06-12,entregue no prazo,7,28.99,1,28.99,0.0
Rear Brakes,S,M,Northwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,37.27,1,29.99,0.0
"Short-Sleeve Classic Jersey, L",S,F,Northwest,No Discount,No Discount,2013-09-13,entregue no prazo,7,34.89,1,32.6,0.0
Touring Tire,S,M,Northwest,No Discount,No Discount,2014-03-13,entregue no prazo,7,49.97,1,4.99,0.0
"Road-150 Red, 48",M,M,Northwest,No Discount,No Discount,2013-12-10,entregue no prazo,7,14.98,1,4.99,0.0
"Road-250 Black, 44",S,M,Northwest,No Discount,No Discount,2014-05-28,entregue no prazo,7,33.43,1,3.99,0.0
ML Crankset,M,M,Northwest,No Discount,No Discount,2013-08-19,entregue no prazo,7,73.96,1,4.99,0.0
"Road-650 Black, 48",M,M,Northwest,No Discount,No Discount,2014-05-12,entregue no prazo,7,45.95,1,9.99,0.0
"Mountain-100 Silver, 42",M,M,Northwest,No Discount,No Discount,2013-09-13,entregue no prazo,7,198.99,1,159.0,0.0
HL Road Pedal,M,M,Northwest,No Discount,No Discount,2013-12-09,entregue no prazo,7,98.96,1,49.99,0.0
"ML Road Frame - Red, 52",S,F,Northwest,No Discount,No Discount,2013-07-11,entregue no prazo,7,7.28,1,4.99,0.0
"Mountain-200 Silver, 46",M,M,Northwest,No Discount,No Discount,2014-04-25,entregue no prazo,7,88.42,1,7.95,0.0
"ML Road Frame - Red, 58",M,M,Northwest,No Discount,No Discount,2013-09-23,entregue no prazo,7,49.97,1,34.99,0.0
"Long-Sleeve Logo Jersey, XL",M,M,Northwest,No Discount,No Discount,2013-09-02,entregue no prazo,7,46.83,1,7.95,0.0
"Mountain-500 Black, 42",S,F,Northwest,No Discount,No Discount,2014-03-19,entregue no prazo,7,119.98,1,49.99,0.0
"LL Mountain Frame - Silver, 48",S,M,Northwest,No Discount,No Discount,2014-06-26,entregue no prazo,7,79.97,1,49.99,0.0
LL Mountain Tire,S,F,Northwest,No Discount,No Discount,2013-09-03,entregue no prazo,7,120.46,1,21.98,0.0
Mountain Pump,M,M,Northwest,No Discount,No Discount,2014-02-01,entregue no prazo,7,63.47,1,34.99,0.0
"HL Mountain Frame - Black, 38",S,F,Northwest,No Discount,No Discount,2014-01-20,entregue no prazo,7,69.97,1,34.99,0.0
"LL Road Frame - Black, 62",M,M,Northwest,No Discount,No Discount,2014-02-22,entregue no prazo,7,8.99,1,8.99,0.0
"Mountain-300 Black, 40",S,M,Northwest,No Discount,No Discount,2014-04-28,entregue no prazo,7,94.48,1,69.99,0.0
"Mountain-400-W Silver, 42",S,F,Northwest,No Discount,No Discount,2014-05-09,entregue no prazo,7,160.46,1,21.98,0.0
"Road-650 Black, 62",S,F,Northwest,No Discount,No Discount,2013-07-08,entregue no prazo,7,8.99,1,8.99,0.0
"Mountain-100 Silver, 42",S,F,Northwest,No Discount,No Discount,2013-08-23,entregue no prazo,7,64.98,1,54.99,0.0
"Road-650 Black, 52",S,F,Northwest,Volume Discount,Reseller,2013-11-23,entregue no prazo,7,7.28,1,2.29,0.0
Taillights - Battery-Powered,S,F,Northwest,No Discount,No Discount,2013-07-09,entregue no prazo,7,13.98,1,8.99,0.0
"Mountain Bike Socks, L",S,M,Northwest,No Discount,No Discount,2013-11-29,entregue no prazo,7,29.98,1,4.99,0.0
"HL Touring Frame - Blue, 54",M,M,Northwest,No Discount,No Discount,2014-05-02,entregue no prazo,7,54.98,1,4.99,0.0
"HL Touring Frame - Blue, 54",S,M,Northwest,No Discount,No Discount,2013-11-24,entregue no prazo,7,539.99,1,539.99,0.0
"Road-650 Red, 48",S,F,Northwest,No Discount,No Discount,2013-11-05,entregue no prazo,7,29.98,1,24.99,0.0
"HL Road Frame - Red, 56",M,M,Northwest,No Discount,No Discount,2013-12-07,entregue no prazo,7,71.97,1,21.98,0.0
"Mountain-100 Black, 42",M,M,Northwest,No Discount,No Discount,2013-12-30,entregue no prazo,7,78.48,1,53.99,0.0
"Touring-1000 Yellow, 50",S,M,Northwest,No Discount,No Discount,2013-07-07,entregue no prazo,7,68.97,1,34.99,0.0
"Mountain-100 Black, 38",M,M,Northwest,No Discount,No Discount,2013-11-04,entregue no prazo,7,37.93,1,4.99,0.0
"HL Road Frame - Red, 56",M,M,Northwest,No Discount,No Discount,2013-11-23,entregue no prazo,7,68.97,1,28.99,0.0
"Mountain-100 Silver, 38",S,F,Northwest,No Discount,No Discount,2013-10-12,entregue no prazo,7,39.99,1,35.0,0.0
"ML Mountain Frame - Black, 44",S,M,Northwest,No Discount,No Discount,2014-03-25,entregue no prazo,7,63.97,1,3.99,0.0
"HL Mountain Frame - Black, 38",S,M,Northwest,No Discount,No Discount,2014-05-20,entregue no prazo,7,54.25,1,4.99,0.0
"Touring-Panniers, Large",M,M,Northwest,No Discount,No Discount,2014-03-06,entregue no prazo,7,68.97,1,4.99,0.0
"Full-Finger Gloves, S",S,M,Northwest,No Discount,No Discount,2013-09-05,entregue no prazo,7,74.45,1,24.49,0.0
Chain,S,F,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,68.97,1,28.99,0.0
Touring Rear Wheel,S,F,Northwest,No Discount,No Discount,2014-06-15,entregue no prazo,7,94.46,1,29.99,0.0
"LL Touring Frame - Yellow, 54",M,M,Northwest,No Discount,No Discount,2014-02-21,entregue no prazo,7,64.47,1,4.99,0.0
LL Touring Seat/Saddle,S,M,Northwest,No Discount,No Discount,2014-03-30,entregue no prazo,7,39.98,1,34.99,0.0
"Road-650 Black, 60",S,M,Northwest,No Discount,No Discount,2013-08-26,entregue no prazo,7,6.28,1,2.29,0.0
"Touring-3000 Blue, 58",M,M,Northwest,No Discount,No Discount,2014-06-13,entregue no prazo,7,13.98,1,8.99,0.0
HL Road Rear Wheel,S,F,Northwest,No Discount,No Discount,2013-07-22,entregue no prazo,7,36.59,1,32.6,0.0
"LL Road Frame - Black, 52",S,M,Northwest,No Discount,No Discount,2014-01-03,entregue no prazo,7,68.97,1,28.99,0.0
"LL Road Frame - Black, 48",S,M,Northwest,No Discount,No Discount,2014-05-25,entregue no prazo,7,27.77,1,3.99,0.0
"LL Road Frame - Black, 62",S,M,Northwest,No Discount,No Discount,2013-10-31,entregue no prazo,7,42.28,1,35.0,0.0
ML Bottom Bracket,S,M,Northwest,No Discount,No Discount,2014-06-30,entregue no prazo,7,42.28,1,2.29,0.0
"ML Road Frame-W - Yellow, 44",M,M,Northwest,No Discount,No Discount,2014-04-14,entregue no prazo,7,36.59,1,32.6,0.0
"ML Road Frame - Red, 60",S,F,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,42.28,1,35.0,0.0
"Road-650 Red, 52",S,F,Northwest,No Discount,No Discount,2013-07-09,entregue no prazo,7,34.98,1,4.99,0.0
LL Mountain Tire,S,F,Northwest,No Discount,No Discount,2013-07-31,entregue no prazo,7,113.47,1,63.5,0.0
"Road-550-W Yellow, 40",M,M,Northwest,No Discount,No Discount,2013-07-25,entregue no prazo,7,64.97,1,34.99,0.0
"LL Road Frame - Black, 58",M,M,Northwest,No Discount,No Discount,2012-09-30,entregue no prazo,7,67.55,2,33.77,0.0
"Mountain-100 Silver, 44",S,M,Northwest,No Discount,No Discount,2013-09-13,entregue no prazo,7,32.27,1,4.99,0.0
HL Crankset,M,M,Northwest,No Discount,No Discount,2014-03-19,entregue no prazo,7,18.97,1,4.99,0.0
Rear Brakes,S,M,Northwest,No Discount,No Discount,2014-03-04,entregue no prazo,7,119.98,1,69.99,0.0
Touring Pedal,S,M,Northwest,No Discount,No Discount,2013-09-22,entregue no prazo,7,78.98,1,8.99,0.0
"Sport-100 Helmet, Black",S,F,Northwest,No Discount,No Discount,2014-01-31,entregue no prazo,7,37.29,1,2.29,0.0
"Road-150 Red, 48",M,M,Northwest,No Discount,No Discount,2013-09-21,entregue no prazo,7,39.98,1,4.99,0.0
"Road-650 Black, 62",S,M,Northwest,No Discount,No Discount,2014-05-21,entregue no prazo,7,4.99,1,4.99,0.0
"LL Road Frame - Red, 60",S,F,Northwest,No Discount,No Discount,2013-08-14,entregue no prazo,7,88.97,1,28.99,0.0
"Long-Sleeve Logo Jersey, L",S,M,Northwest,No Discount,No Discount,2013-10-25,entregue no prazo,7,53.99,1,53.99,0.0
HL Road Rear Wheel,S,M,Northwest,No Discount,No Discount,2014-05-14,entregue no prazo,7,75.97,1,53.99,0.0
"Touring-1000 Yellow, 50",S,M,Northwest,No Discount,No Discount,2013-08-25,entregue no prazo,7,34.98,1,29.99,0.0
"Mountain-500 Silver, 42",M,M,Northwest,No Discount,No Discount,2013-10-07,entregue no prazo,7,103.96,1,34.99,0.0
"HL Road Frame - Red, 56",M,M,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,7.28,1,4.99,0.0
"LL Road Frame - Black, 48",M,M,Northwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,14.98,1,4.99,0.0
"Short-Sleeve Classic Jersey, M",S,F,Northwest,No Discount,No Discount,2014-02-16,entregue no prazo,7,78.48,1,9.99,0.0
"HL Road Frame - Red, 44",M,M,Northwest,No Discount,No Discount,2013-08-25,entregue no prazo,7,39.99,1,4.99,0.0
ML Mountain Tire,M,M,Northwest,No Discount,No Discount,2013-11-08,entregue no prazo,7,77.92,1,9.99,0.0
"Road-650 Black, 52",M,M,Northwest,No Discount,No Discount,2013-10-10,entregue no prazo,7,7.28,1,4.99,0.0
"HL Mountain Frame - Black, 46",M,M,Northwest,No Discount,No Discount,2014-06-26,entregue no prazo,7,79.97,1,24.99,0.0
"Mountain-400-W Silver, 42",S,F,Northwest,No Discount,No Discount,2013-09-08,entregue no prazo,7,27.92,1,9.99,0.0
"Touring-1000 Yellow, 54",S,M,Northwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,44.98,1,34.99,0.0
LL Road Seat/Saddle,S,F,Northwest,No Discount,No Discount,2014-04-05,entregue no prazo,7,58.47,1,24.49,0.0
ML Headset,S,F,Northwest,No Discount,No Discount,2013-08-20,entregue no prazo,7,6.28,1,3.99,0.0
"Mountain-100 Silver, 44",S,M,Northwest,No Discount,No Discount,2014-05-17,entregue no prazo,7,14.98,1,4.99,0.0
"Mountain-300 Black, 48",S,F,Northwest,No Discount,No Discount,2014-06-16,entregue no prazo,7,42.28,1,4.99,0.0
Rear Derailleur,M,M,Northwest,No Discount,No Discount,2013-07-20,entregue no prazo,7,39.99,1,35.0,0.0
"HL Mountain Frame - Silver, 44",S,F,Northwest,No Discount,No Discount,2013-08-27,entregue no prazo,7,56.97,1,21.98,0.0
"HL Road Frame - Red, 56",M,M,Northwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,71.96,1,35.0,0.0
"LL Road Frame - Red, 52",M,M,Northwest,No Discount,No Discount,2013-09-08,entregue no prazo,7,64.47,1,24.49,0.0
"Touring-1000 Yellow, 54",S,M,Northwest,No Discount,No Discount,2013-08-26,entregue no prazo,7,48.97,1,8.99,0.0
"LL Road Frame - Red, 60",S,F,Northwest,No Discount,No Discount,2014-02-23,entregue no prazo,7,56.97,1,21.98,0.0
"Mountain-300 Black, 48",S,F,Northwest,No Discount,No Discount,2014-06-05,entregue no prazo,7,88.97,1,28.99,0.0
"LL Road Frame - Black, 52",S,M,Northwest,No Discount,No Discount,2013-07-27,entregue no prazo,7,44.98,1,34.99,0.0
"Road-250 Black, 44",S,M,Northwest,No Discount,No Discount,2013-10-04,entregue no prazo,7,42.93,1,7.95,0.0
"Touring-1000 Yellow, 54",S,F,Northwest,No Discount,No Discount,2014-03-31,entregue no prazo,7,71.58,1,34.99,0.0
"HL Road Frame - Red, 44",S,M,Northwest,No Discount,No Discount,2013-11-16,entregue no prazo,7,64.97,1,24.99,0.0
"LL Mountain Frame - Black, 44",S,F,Northwest,No Discount,No Discount,2013-09-26,entregue no prazo,7,2.29,1,2.29,0.0
"Touring-3000 Yellow, 58",S,F,Northwest,No Discount,No Discount,2014-02-10,entregue no prazo,7,77.96,1,4.99,0.0
LL Road Front Wheel,S,F,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,98.97,1,9.99,0.0
"LL Road Frame - Black, 62",S,M,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,63.47,1,24.49,0.0
"Road-550-W Yellow, 40",M,M,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,4.99,1,4.99,0.0
"HL Road Frame - Red, 48",S,M,Northwest,No Discount,No Discount,2014-04-12,entregue no prazo,7,38.88,1,32.6,0.0
"Mountain-500 Black, 48",S,F,Northwest,No Discount,No Discount,2013-12-14,entregue no prazo,7,44.98,1,9.99,0.0
"Mountain-200 Silver, 38",S,M,Northwest,No Discount,No Discount,2014-01-25,entregue no prazo,7,11.94,1,3.99,0.0
Touring Pedal,S,M,Northwest,No Discount,No Discount,2014-03-26,entregue no prazo,7,74.98,1,35.0,0.0
"ML Road Frame-W - Yellow, 48",M,M,Northwest,No Discount,No Discount,2013-11-12,entregue no prazo,7,69.97,1,29.99,0.0
"LL Touring Frame - Yellow, 62",S,M,Northwest,No Discount,No Discount,2014-01-23,entregue no prazo,7,7.28,1,4.99,0.0
"Road-250 Black, 44",S,M,Northwest,No Discount,No Discount,2013-08-24,entregue no prazo,7,34.98,1,29.99,0.0
"Road-650 Red, 48",S,F,Northwest,No Discount,No Discount,2013-02-28,entregue no prazo,7,249.54,1,65.6,0.0
HL Crankset,S,M,Northwest,No Discount,No Discount,2014-06-22,entregue no prazo,7,6.28,1,3.99,0.0
"Road-650 Black, 48",S,M,Northwest,No Discount,No Discount,2013-09-20,entregue no prazo,7,195.27,1,4.99,0.0
AWC Logo Cap,S,F,Northwest,No Discount,No Discount,2013-12-08,entregue no prazo,7,68.49,1,4.99,0.0
"LL Touring Frame - Yellow, 58",S,M,Northwest,No Discount,No Discount,2014-01-04,entregue no prazo,7,75.97,1,53.99,0.0
"Touring-3000 Blue, 58",S,M,Northwest,No Discount,No Discount,2013-12-07,entregue no prazo,7,36.59,1,32.6,0.0
"Men's Bib-Shorts, S",S,M,Northwest,No Discount,No Discount,2013-11-01,entregue no prazo,7,37.27,1,4.99,0.0
"HL Road Frame - Red, 44",M,M,Northwest,No Discount,No Discount,2014-01-19,entregue no prazo,7,50.23,1,35.0,0.0
"Touring-2000 Blue, 60",S,F,Northwest,No Discount,No Discount,2013-12-15,entregue no prazo,7,33.98,1,4.99,0.0
"HL Road Frame - Red, 56",M,M,Northwest,No Discount,No Discount,2014-02-15,entregue no prazo,7,27.28,1,2.29,0.0
HL Mountain Tire,S,F,Northwest,No Discount,No Discount,2014-03-18,entregue no prazo,7,121.57,1,3.99,0.0
"Touring-1000 Yellow, 54",S,F,Northwest,No Discount,No Discount,2014-06-05,entregue no prazo,7,68.97,1,28.99,0.0
"Touring-Panniers, Large",S,M,Northwest,No Discount,No Discount,2013-10-20,entregue no prazo,7,21.98,1,21.98,0.0
"ML Road Frame - Red, 52",S,M,Northwest,No Discount,No Discount,2013-08-03,entregue no prazo,7,68.97,1,9.99,0.0
"Full-Finger Gloves, L",S,M,Northwest,No Discount,No Discount,2014-02-25,entregue no prazo,7,37.29,1,2.29,0.0
ML Touring Seat/Saddle,M,M,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,23.97,1,8.99,0.0
"Touring-3000 Blue, 62",M,M,Northwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,44.98,1,34.99,0.0
"Mountain-500 Silver, 40",S,M,Northwest,No Discount,No Discount,2013-12-04,entregue no prazo,7,143.78,1,21.49,0.0
All-Purpose Bike Stand,S,M,Northwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,14.23,1,7.95,0.0
Front Brakes,S,M,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,42.28,1,2.29,0.0
"Touring-3000 Blue, 44",M,M,Northwest,No Discount,No Discount,2014-01-25,entregue no prazo,7,77.92,1,54.99,0.0
Rear Derailleur,M,M,Northwest,No Discount,No Discount,2014-06-01,entregue no prazo,7,71.95,1,9.99,0.0
"Mountain-500 Silver, 52",S,M,Northwest,No Discount,No Discount,2014-02-13,entregue no prazo,7,29.48,1,4.99,0.0
"Women's Mountain Shorts, L",S,M,Northwest,No Discount,No Discount,2013-10-16,entregue no prazo,7,39.98,1,4.99,0.0
"Touring-2000 Blue, 46",S,M,Northwest,No Discount,No Discount,2014-03-30,entregue no prazo,7,140.47,1,54.99,0.0
All-Purpose Bike Stand,M,M,Northwest,No Discount,No Discount,2013-10-09,entregue no prazo,7,22.93,1,4.99,0.0
ML Road Front Wheel,M,M,Northwest,No Discount,No Discount,2014-03-18,entregue no prazo,7,63.97,1,8.99,0.0
"Mountain-500 Silver, 52",S,F,Northwest,No Discount,No Discount,2013-12-04,entregue no prazo,7,10.24,1,7.95,0.0
"Road-450 Red, 48",M,M,Northwest,No Discount,No Discount,2014-05-21,entregue no prazo,7,49.99,1,49.99,0.0
AWC Logo Cap,S,M,Northwest,No Discount,No Discount,2013-07-16,entregue no prazo,7,71.58,1,34.99,0.0
"Mountain-100 Black, 44",S,M,Northwest,No Discount,No Discount,2013-08-16,entregue no prazo,7,132.94,1,120.0,0.0
"Road-650 Black, 60",S,M,Northwest,Volume Discount,Reseller,2013-09-23,entregue no prazo,7,7.28,1,2.29,0.0
HL Road Rear Wheel,S,F,Northwest,No Discount,No Discount,2014-04-20,entregue no prazo,7,31.28,1,2.29,0.0
"Road-550-W Yellow, 42",S,F,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,69.92,1,4.99,0.0
HL Road Handlebars,M,M,Northwest,No Discount,No Discount,2014-06-30,entregue no prazo,7,42.28,1,35.0,0.0
